Title,Published At,URL,Content,Rating
"App Store, Arcade, Apple TV+ & More Are Down",2024-04-03T23:40:51+00:00,https://www.gottabemobile.com/apple-app-store-arcade-podcasts-down/,"Published on By It’s not just you. A wide range of Apple services including the App Store, Apple Arcade, Apple TV+, and Podcasts, are currently suffering from a widespread outage.  A huge list of Apple services are currently fully or partially down impacting customers in the United States and countries around the world. The company’s System Status page currently lists the following services as either experiencing an outage (red) or having issues (yellow): Other important services like iCloud, iOS Device Activation Maps, News, and Sign In with Apple currently remain online. Apple hasn’t acknowledged the problem so it’s unclear how long it will take the company to bring all these services back to normal. We’ve been able to access some functions from some of the services experiencing an outage or issues while others we’ve spoken to cannot. Your email address will not be published. Required fields are marked * Comment *  Name *  Email *  Website   Save my name, email, and website in this browser for the next time I comment.  

  Δ As an Amazon Associate I earn from qualifying purchases. Copyright © 2024 SXL Media Group, Inc.",-2
"Apple says App Store is down along with music, podcasts and other services",2024-04-03T23:29:27+00:00,https://www.cnbc.com/2024/04/03/apple-investigates-app-store-outage-on-ios-and-macos-devices.html,"Credit Cards Loans Banking Mortgages Insurance Credit Monitoring Personal Finance Small Business Taxes Help for Low Credit Scores Investing SELECT All Credit Cards Find the Credit Card for You Best Credit Cards Best Rewards Credit Cards Best Travel Credit Cards Best 0% APR Credit Cards Best Balance Transfer Credit Cards Best Cash Back Credit Cards Best Credit Card Welcome Bonuses Best Credit Cards to Build Credit SELECT All Loans Find the Best Personal Loan for You Best Personal Loans Best Debt Consolidation Loans Best Loans to Refinance Credit Card Debt Best Loans with Fast Funding Best Small Personal Loans Best Large Personal Loans Best Personal Loans to Apply Online Best Student Loan Refinance SELECT All Banking Find the Savings Account for You Best High Yield Savings Accounts Best Big Bank Savings Accounts Best Big Bank Checking Accounts Best No Fee Checking Accounts No Overdraft Fee Checking Accounts Best Checking Account Bonuses Best Money Market Accounts Best CDs Best Credit Unions SELECT All Mortgages Best Mortgages Best Mortgages for Small Down Payment Best Mortgages for No Down Payment Best Mortgages with No Origination Fee Best Mortgages for Average Credit Score Adjustable Rate Mortgages Affording a Mortgage SELECT All Insurance Best Life Insurance Best Homeowners Insurance Best Renters Insurance Best Car Insurance Travel Insurance SELECT All Credit Monitoring Best Credit Monitoring Services Best Identity Theft Protection How to Boost Your Credit Score Credit Repair Services SELECT All Personal Finance Best Budgeting Apps Best Expense Tracker Apps Best Money Transfer Apps Best Resale Apps and Sites Buy Now Pay Later (BNPL) Apps Best Debt Relief SELECT All Small Business Best Small Business Savings Accounts Best Small Business Checking Accounts Best Credit Cards for Small Business Best Small Business Loans Best Tax Software for Small Business SELECT All Taxes Filing For Free Best Tax Software Best Tax Software for Small Businesses Tax Refunds Tax Brackets Tax Tips Tax By State Tax Payment Plans SELECT All Help for Low Credit Scores Best Credit Cards for Bad Credit Best Personal Loans for Bad Credit Best Debt Consolidation Loans for Bad Credit Personal Loans if You Don't Have Credit Best Credit Cards for Building Credit Personal Loans for 580 Credit Score or Lower Personal Loans for 670 Credit Score or Lower Best Mortgages for Bad Credit Best Hardship Loans How to Boost Your Credit Score SELECT All Investing Best IRA Accounts Best Roth IRA Accounts Best Investing Apps Best Free Stock Trading Platforms Best Robo-Advisors Index Funds Mutual Funds ETFs Bonds  Apple on Wednesday said it had fixed an outage for its App Store on iOS and MacOS devices. The iPhone maker picked up 19% of revenue from its Services category, including some from the App Store, according to its latest quarterly report. For most applications, developers keep all revenue they generate through the App Store, but Apple receives a commission when people buy individual app...",2
Apple May Be Ready to Tackle Robots,2024-04-03T23:22:17+00:00,https://www.webpronews.com/apple-may-be-ready-to-tackle-robots/,"On the heals of its exit from developing autonomous vehicles, Apple is reportedly looking at the possibility of developing home robots. Apple surprised the industry when reports surfaced in late February that it had killed off Project Titan, its decade-long attempt to crack the autonomous vehicle market, despite sinking billions into the endeavor. It appears the company is looking for a way to capitalize on its investment. According to Bloomberg, Apple is working on two types of personal home robots. One is a mobile robot that can follow users around and presumably perform tasks. Meanwhile, Bloomberg’s source says the company has already created a table-top home device that moves a display around via robotics. Given the amount of AI and machine learning research that went into Project Titan, it’s not surprising that Apple is looking for other markets where that expertise can be applied. In many ways, at least on the surface, robotics is a field that seems far closer and more easily aligned with Apple core business than automobiles. Get the free daily newsletter read by decision makers Get our media kit Deliver your marketing message directly to decision makers.",2
‘The New Look’ Cast and Character Guide: Who Plays the Fashion Icons? | Photos,2024-04-03T23:18:10+00:00,https://www.thewrap.com/the-new-look-cast-and-character-guide-photos/,"The Apple TV+ drama series brings the brand names behind haute couture fashion houses to life Apple TV+’s “The New Look” brings the people behind iconic haute couture fashion houses to life as it traces the cultural clash between the designers Coco Chanel (Juliette Binoche) and Christian Dior (Ben Mendelsohn) after World War II and the Holocaust. As Chanel gets pushed out of the zeitgeist, Dior’s designs — based on his need to create for survival — slowly take the reins of haute couture. The plot splits between the two fashion legends — though they never speak to each other throughout the show’s 10 episodes — as well as Dior’s sister, Catherine, and her harrowing experiences fighting for the French resistance. Here are the famous faces portraying other famous faces in Apple TV+’s “The New Look” cast: Christian Dior (Ben Mendelsohn) Christian Dior started out working under Lucien Lelong at Lelong’s atelier, or fashion house, but he rose to prominence towards the end of World War II and gained ground swiftly in the aftermath of the war. His fierce love for his sister Catherine drives a lot of his decisions. Ben Mendelsohn is known for playing Andrew “Pope” Cody in “Animal Kingdom” (2010), Daggett in “The Dark Knight Rises” (2012), Orson Krennic in “Rogue One: A Star Wars Story” (2016) and Sorrento in “Ready Player One” (2018). He plays Jacob in “The Marsh King’s Daughter” (2023) and he will soon be seen as The Guy in “Freaky Tales” (2024). He also appears as Talos in Marvel properties like “Secret Invasion” and “Captain Marvel” (2019). Coco Chanel (Juliette Binoche) Coco Chanel chose to close the doors of her haute couture brand while the Nazis neutralized the demand for fashion, selling only her No. 5 perfume to stay afloat. She had associations with some Nazis when it came to her French soldier nephew Andre, as well as power moves she hoped to make to remain relevant in culture. Juliette Binoche won an Oscar for her supporting role in “The English Patient” (1997). She was also nominated for Best Actress in a Leading Role in “Chocolat.” Most recently, she appeared as Eugénie in “The Taste of Things” (2023). She is also known for playing Elle in “Certified Copy” (2010), Maria Enders in “Clouds of Sils Maria” (2014) and Dr. Ouelet in “Ghost in the Shell” (2017). Catherine Dior (Maisie Williams) Catherine Dior, Christian’s younger sister, fights for the French resistance. She lures Nazi soldiers, delivers secret messages and helps Jewish refugees and students hide from the SS Gestapo. Maisie Williams is most well-known for playing Arya Stark in “Game of Thrones” for all eight seasons. The role garnered her two Emmy nominations. She is also known for playing Lydia Lamont in “The Falling” (2014), Millie in “The Book of Love” (2016) and Rahne Sinclair in “The New Mutants” (2020). Lucien Lelong (John Malkovich) Lucien Lelong employed Christian Dior for a long time. What Lelong lacks in creative vision, he makes up for in resources for his employees and k...",0
Everything you need to know about the App Store and Apple TV outage happening now,2024-04-03T23:07:22+00:00,https://www.digitaltrends.com/mobile/apple-app-store-tv-podcasts-down-outage-april-2024-news/,"Happy Wednesday evening, everyone! You’re unwinding for the day, getting ready for a relaxing night, and … you realize that the App Store and a bunch of other Apple services aren’t working. Don’t worry, you aren’t alone. What Apple services are down? When did the problems start? Is the outage still ongoing? Here’s everything you need to know. According to DownDetector, reports of outages with the App Store flooded in a little after 6 p.m. ET. Reports appear to have spiked at over 6,000, indicating pretty widespread problems. Attempting to open the App Store showed a “Cannot Connect” message, followed by “Something went wrong. Please try again.” This came just a few hours after WhatsApp and Facebook were down earlier this afternoon. In addition to the App Store, other Apple services were down, too. Apple Podcasts, Apple Music, Apple TV, Apple Sports, and Apple Fitness+ all experienced similar issues. Thankfully, all appears to be OK now. As of around 7:40 p.m. ET, almost all of Apple’s services are back to normal. The Apple System Status website shows one lingering outage for Apple’s Developer ID Notary Service, but that’s it. Checking on our end, the App Store, Apple Music, Apple Podcasts, and all other Apple services are working as intended. Over the past few months, Apple has released a steady stream of research papers detailing its work with generative AI. So far, Apple has been tight-lipped about what exactly is cooking in its research labs, while rumors circulate that Apple is in talks with Google to license its Gemini AI for iPhones. But there have been a couple of teasers of what we can expect. In February, an Apple research paper detailed an open-source model called MLLM-Guided Image Editing (MGIE) that is capable of media editing using natural language instructions from users. Now, another research paper on Ferret UI has sent the AI community into a frenzy. While my primary device these days continues to be my iPhone 15 Pro, I’ve dabbled with plenty of Android phones since I’ve been here at Digital Trends. One of my favorite brands of phone has been the Google Pixel because of its strong suite of photo-editing tools and good camera hardware. Google first added the Magic Eraser capability with the Pixel 6 and Pixel 6 Pro, which is a tool I love using. Then, with the Pixel 8 series, Google added the Magic Editor, which uses generative AI to make edits that wouldn’t be possible otherwise. There are also tools like Photo Unblur, which is great for old photographs and enhancing images that were captured with low-quality sensors. If you want the best iPhone money can buy in 2024, you have two options: the iPhone 15 Pro and the iPhone 15 Pro Max. They have the same chipset, similar display technology, nearly identical cameras, etc. It's a really close battle, save for the fact that the iPhone 15 Pro is $200 cheaper. It might be tempting to save some cash and choose the iPhone 15 Pro, but I recommend you splurge for the larger (and more expensiv...",-1
"Squatters terrorized NYC block for months before burning house down, fed-up neighbors say",2024-04-04T23:27:52+00:00,https://nypost.com/2024/04/04/us-news/squatters-terrorized-nyc-block-for-months-before-burning-house-down-neighbors-say/,"
		Thanks for contacting us. We've received your submission.	 A crew of squatters wreaked havoc on a Brooklyn block for months, stealing from — and threatening — neighbors before burning a house to the ground last November, fed-up locals and politicians said Thursday. The reign of terror in Dyker Heights landed one troublesome intruder behind bars on an arson rap — but that was little compensation for area residents left reeling over yet another Big Apple squatter nightmare.  “It was a very quiet neighborhood before and then suddenly when it happened, those people break into the house,” said Ming Zhu, who lives two houses from the home at 1237 67th Street. “They went to our neighbor’s backyard and grabbed a brick and they say, ‘We are going to break your window’ and we can’t do nothing,'” said Zhu, 42. “It’s not fair. We pay for property taxes, we pay for expensive house costs. We are working hard for the American Dream but that’s what we get for it?” The squatters broke into the empty home over the summer, and quickly became a nuisance — ripping off security cameras and other goods from other houses and menacing residents.  Cheng Chen, 46, was charged with arson and criminal mischief for the Nov. 29 blaze, and was later hit with a six-month prison sentence after pleading guilty, prosecutors said.  “The fire was caused by candles,” Chen told cops, according to a criminal complaint. “I was smoking cigarettes, lit a candle. While I had the stove on to heat up the water and to keep myself warm, [I] went downstairs to take a shower. When I came back I saw flames and smoke everywhere.” The blaze caused $900,000 worth of damage to the home. “In our neighborhood, we don’t have the Hamptons houses,” city Councilwoman Susan Zhuang told reporters at a Gravesend press conference on Thursday.  “We the people have the small houses. We work hard, check by check,” she said. “They are hardworking families that pay their mortgages from paycheck to paycheck. Meanwhile, squatters enter their home while they are on vacation. People’s lives are turned upside down.” The Dyker Heights dilemma is just the latest in the recent rash of high-profile squatter horrors.  Under New York City law, anyone who beds down in a home or apartment for at least 30 days can claim squatter’s rights, even if they broke into the property without permission from the rightful owner.  Last week, a pair of squatters at a Jamaica duplex sued the legal owners of a $930,000 home, claiming they were locked out despite establishing tenancy — and included a Shake Shack receipt as “proof.” In Flushing, squatter Brian Rodriguez demanded an $18,000 ransom to move out of the four-bedroom $1 million house he claimed rights to — with cops even handcuffing the rightful owner when she showed up. One Big Apple case turned deadly when a pair of teen squatters allegedly killed property owner Nadia Vitels after she showed up at the East 31st apartment owned by her late mom on March 12. And last week, federal ag...",0
Gun-toting Bronx migrant squatters were in custody but set free because processing centers were crowded: officials,2024-04-04T22:47:28+00:00,https://nypost.com/2024/04/04/us-news/gun-toting-bronx-migrant-squatters-were-in-custody-but-set-free-because-processing-centers-were-crowded-officials/,"
		Thanks for contacting us. We've received your submission.	 A migrant squatter crew that terrorized a Bronx neighborhood were in federal custody but cut loose because of overcrowded processing centers – allowing them to run amok in the Big Apple. The Venezuelan migrants evaded justice over and over even after one was set for deportation, another was charged with attempted murder — and eight suspects were nabbed in the Bronx with drugs and guns in their possession, leaving neighbors shaken and the landlord fearing for his life. Officials have since rounded up all but one of the crew, who remained on the loose Thursday. “One of the eight Venezuelan citizens remains at large,” ICE Spokesperson Marie Ferguson said Wednesday night, although she did not name the suspect.  Ferguson said the US Border Patrol in Texas detained four of the group — Yoessy Pino Castillo, Yojairo Martinez, Javier Alborno and Yerbin Lozado-Munoz — between September 2022 and May 2023. But they were released because of overcrowding chaos at the Laredo Sector Enhanced Centralized Processing Center in Laredo, Texas, and the Central Processing Center in El Paso, she said. Meanwhile, Johan Cardenas Silva was ordered to be deported — but was released seven months later from the Stewart County Detention Center on an order of supervision and told to report to New York. All five ditched their processing appointments, and elected instead to gather in a house on Hull Avenue in the Bronx, where neighbors claim they ran a drug-dealing operation. While they were free on the streets, several of the migrants racked up a laundry list of crimes ranging from criminal possession of loaded firearms to burglary — and even assault and the attempted murder charge. Hector Desousa-Villalta, who illegally entered the country through Texas on May 3, was arrested on Aug. 28 for first degree assault with a weapon and attempted murder, but the charges were dropped after his accuser refused to corroborate, according to NYPD Chief of Patrol John Chell. Despite those charges, Desousa-Villalta was cut loose in Bronx Criminal Court despite the district attorney’s request that he be held on nearly half a million dollars bond. Identified by neighbors and the apartment landlord as the “leader” of the gun-toting migrant squatter drug ring, Desousa-Villalta sparked the NYPD bust on March 27 after he pulled a a 9 mm CZ pistol and pointed it at someone in an alley near the house, police said. “A guy in a car with Florida plates pulled up and he was threatening these guys. And they all came out with their guns and somebody called the cops,” said neighbor John Colby, 67. When cops went in the house, they allegedly found four guns and several bags of drugs that led them to charge each of the migrant occupants. “Ask any of the neighbors here, all night they’re going back and forth with this delivery service, delivering the drugs and the guns and it’s all out in the open and it’s all non-stop crazy,” Colby said. But after ...",0
Apple Reportedly Developing Robots That'll Roam Your Home - CNET,2024-04-04T22:21:54+00:00,https://www.cnet.com/tech/mobile/apple-reportedly-developing-robots-thatll-roam-your-home/#ftag=CAD590a51e,"
    After shelving its self-driving car project, the iPhone maker is eyeing bots as its ""next big thing,"" according to Bloomberg.
   Apple is reportedly developing personalized home bots. Apple is reportedly moving on from cars to... robots? After nixing its electric vehicle project in February, the iPhone maker is now eyeing personal robots that could follow you around your home, according to a report from Bloomberg. The project is reportedly in its early stages, and it isn't clear if the products will ever become a reality. But now that Apple has called off its decade-long effort to build an electric car, home robots could be the company's ""next big thing,"" people familiar with the matter told Bloomberg.  See also: The iPhone May Get a Big Dose of AI This Year. Here's What to Expect Apple didn't respond to CNET's request for comment. In recent years, the tech giant has been exploring new ways to bring in revenue, especially as people hold onto their phones longer. It's branched out into subscription-based services like Apple TV Plus and Apple Music and released entirely new products like the Apple Vision Pro -- which, with a $3,500 price tag and not much to offer out of the gate, will likely take years to achieve widescale adoption. But home robotics could offer the company a new way to leverage artificial intelligence and have a foothold in people's homes, Bloomberg notes. Along with a mobile robot, Apple has reportedly developed ""an advanced table-top home device that uses robotics to move a display around,"" the publication notes. That smart display is further along than the mobile robot and ""has been added and removed from the company's product road map over the years,"" according to the report, as executives have disagreed on whether to even pursue that product.  While Apple has been taking things slow when it comes deploying AI in its products and services, it could leverage any advancements in that area to boost its rumored robotics offerings. If the company did ultimately launch a home bot, it would join the ranks of Amazon's $1,600 Astro robot, which can deliver snacks, patrol your home and follow you around while you're on a video call.  Apple has similarly envisioned having its robot work as a videoconferencing tool that can navigate on its own, according to Bloomberg, and has even pitched the idea of having it do chores like washing dishes. Whether or not these more ambitious functions -- or even the robots themselves -- see the light of day is unclear. But if they do, it'll likely be several years before you have an Apple robot roaming your home.",2
"iOS 16.7.8, iOS 16.7.9 & More: What’s Next for iOS 16",2024-04-04T22:15:42+00:00,https://www.gottabemobile.com/ios-16-7-8-ios-16-7-9-ios-16-8-iphone/,"Published on By If you own an iPhone X, iPhone 8, or iPhone 8 Plus, you might be wondering what’s next in terms of iOS 16 software updates. Well, we’ve got you covered as today we’ll take a look at what owners of these devices can expect in 2024 and beyond.  While much of Apple’s focus has been on iOS 17 (and iOS 18), the company continues to push new software to iPhone users stuck on iOS 16. The iPhone X, iPhone 8, and iPhone 8 Plus didn’t make the move to iOS 17 and they won’t make the move to iOS 18 later this year. However, they will continue to get updates for the foreseeable future. Apple recently pushed iOS 16.7.7 with security patches to these devices and there will be more down the road. In fact, we expect Apple to continue to support these devices with new software into 2025. Table of Contents Here’s a look at what iPhone X, iPhone 8, and iPhone 8 Plus users can expect the rest of the way. Apple hasn’t confirmed an iOS 16.7.8 update, but it should be next in line for the iPhone 8, iPhone 8 Plus, and iPhone 8 Plus.  We don’t know when the company will release the software, but the most likely scenario right now is sometime in May alongside iOS 17.5. If Apple releases iOS 17.4.2 in April, iOS 16.7.8 may roll out alongside that version of iOS 17, but there’s no guarantee we see a point release ahead of iOS 17.5. Assuming Apple sticks to protocol, we should see the company release iOS 16.7.9 alongside iOS 17.6. We expect iOS 17.6 to arrive in July. After that, we suspect we’ll probably see iOS 16.8 (a milestone upgrade in name only) roll out to iPhone X, iPhone 8, and iPhone 8 Plus users. Keep in mind, most, if not all of these versions of iOS 16, will be limited to security patches and the occasional bug fix. That goes for iOS 16.8 as well. We could potentially see Apple push Rapid Security Response updates to iOS 16 users as well, but given how infrequent they’ve been, there’s no guarantee this happens. Unless Apple changes how it handles software updates for older devices, iPhone X, iPhone 8, and iPhone 8 Plus users should expect support to carry over into late 2024 and 2025.  Of course, if Apple’s approach to iOS 15 is any indication, the releases will become more sporadic than they were in 2024. Since September of last year, Apple’s only released three versions of iOS 15: iOS 15.8 in October, iOS 15.8.1 in January, and iOS 15.8.2 in March. iOS 16’s path may not mirror this exactly, but owners of these aging iPhone models should expect to see development slow down once Apple releases iOS 18 in September. In the fall of 2025, Apple may drop support for the iPhone 8, iPhone 8 Plus, and iPhone X forcing owners of these devices to upgrade in order to get the latest security patches. Your email address will not be published. Required fields are marked * Comment *  Name *  Email *  Website   Save my name, email, and website in this browser for the next time I comment.  

  Δ As an Amazon Associate I earn from qualifying purchases. Copyright ©...",-1
Is Apple Podcasts’ Subscription Program A Paywall for Creators?,2024-04-04T21:40:01+00:00,https://radioink.com/2024/04/04/is-apple-podcasts-subscription-program-a-paywall-for-creators/,"Amid Department of Justice scrutiny over alleged power abuse in other areas, Apple could find itself in pay-for-play-type turmoil as the company tries to promote its podcast monetization program, which offers premium show subscriptions in exchange for a cut of the profits. As it stands, Apple Podcasts offers a coveted promotional spot at the top of its feed. To secure this prime placement, creators traditionally submit their shows through a formal application process. However, a more direct route to gaining this exposure involves joining Apple Podcasts Subscriptions, which allows for the sale of premium content through the app. Recent observations reveal that a significant portion of podcasts featured in the Apple Podcasts app’s “browse” carousel are part of this subscription service. According to Semafor, podcast industry insiders have shared that Apple has been encouraging creators to enroll in the subscription program as a strategy for securing promotional space. While not all top-slotted shows are subscription participants, Apple has allegedly been actively funneling creators into this service, offering them enhanced app features and reserved spots in the carousel. Apple’s dominant interface and the challenge of standing out among numerous podcasts make the app’s top banner a key promotional tool. However, Apple’s subscription model, which takes a 30% cut of subscriber revenue in the first year and 15% thereafter, presents a steep margin compared to competitors like Substack and Patreon. The company’s new approach to subscriptions suggests a push towards a model that benefits both Apple and content creators, despite the absence of third-party ads and a history of non-monetization in its podcast service. 
Share via:
 Save my name, email, and website in this browser for the next time I comment.  

  Δ Daily industry headlines plus breaking news bulletins.


Email*

Job Title*Please choose an optionPresident/CEOMarket ManagerGeneral ManagerDirector of SalesSales ManagerProgramming / Ops ManagerAccount ExecutiveOn-Air / HostDigital ManagerMarketing ManagerNews DirectorProducerEngineerConsultantAdministrationLegal CounselOtherExample: Consultant Company Name* CAPTCHAEmailThis field is for validation purposes and should be left unchanged.
 








Δ

 Δ April 8, 2024

The Power of Local News: Cover Q&A
With Lou Paskalis
Radio's Top 20 Leaders
Information Or Transformation?
 SUBSCRIBE
",-2
Here’s Apple’s 916-page appeal over the Apple Watch ban,2024-04-05T23:05:59+00:00,https://www.theverge.com/2024/4/5/24122407/apple-watch-masimo-itc-appeal-smartwatch-wearables,"By  Victoria Song, a senior reporter focusing on wearables, health tech, and more with 11 years of experience. Before coming to The Verge, she worked for Gizmodo and PC Magazine. There was no question that Apple would appeal when the International Trade Commission banned Apple Watch Series 9 and Ultra 2 sales last year. Well, if you’ve got some time, you can now read all 916 pages of Apple’s appeal to the Federal Circuit.  A quick recap: the Apple Watch ban centers around whether Apple infringed upon medical device-maker Masimo’s pulse oximetry patents. The ITC sided with Masimo, concluding that Apple had infringed their patents, and that the infringement was harming domestic industry.  The ITC is an agency similar to a court that often deals with imported “articles” that may or may not violate intellectual property law. The word “article” matters more than you’d think, since the statute that created the ITC specifies that it has jurisdiction over “articles.” Not to get too into the weeds, but a good chunk of Apple’s appeal argues: what domestic industry? And what articles? The appeal brief claims that not only was Masimo primarily known for clinical pulse oximeters, it didn’t even have an actual smartwatch when the complaint was filed. The smartwatch in question is Masimo’s W1 smartwatch, which launched in 2022. Masimo filed with the ITC in 2021, and according to Apple’s brief, Masimo only provided CAD drawings as evidence. In the 2015 case ClearCorrect Operating, LLC v. International Trade Commission, the Federal Circuit ruled that 3D models sent over the internet don’t count as “articles,” and aren’t subject to ITC jurisdiction. Basically, Apple’s trying to argue that there was no real case at the time the ITC complaint was filed — no watches, no “articles,” no domestic industry — and therefore the ban should be thrown out.  The 916 pages filed today include a 68 page brief, the 300+ page ITC decision being appealed, hundreds of eye-watering pages from the Patent Office, and more.  The big takeaway though is that Apple seems concerned that if this decision should hold, Masimo’s route may become an attractive strategy for others. “If the Commission’s decision is affirmed, the door of the agency’s ‘trade forum’ will be opened to complainants who lack an actual domestic industry but possess pleading creativity and CAD software. That is not what Congress intended and not what the statutory text permits,” reads the brief. It has reason to be concerned. At least one other medical tech company, AliveCor, has turned to the ITC to ban Apple Watches. The ITC also ruled that Apple infringed on AliveCor’s EKG tech and issued an import ban. Biden also refused to veto that ban, but AliveCor is currently appealing a Patent Trial and Appeals Board ruling that says its tech isn’t actually patentable.  For now, Apple has gotten around the import ban by selling modified versions of the Apple Watch Series 9 and Ultra 2 that disables the blood oxygen tech. It’s li...",-2
5 Reasons to Wait for Apple Watch 10 & 5 Reasons Not To,2024-04-05T22:04:02+00:00,https://www.gottabemobile.com/5-reasons-to-wait-for-apple-watch-10-4-reasons-not-to/,"Published on By Apple’s reportedly working on a new Apple Watch for 2024. The Apple Watch 10 release date is still a long way out, but you still might want to hold of on an upgrade and wait for the new model. Last year, Apple released the new Apple Watch Series 9 and Apple Watch Ultra 2. Both are solid additions to the company’s Watch lineup, but bigger changes could be in store this year. Reports have outlined two new models: A new Apple Watch SE 3 and a higher-end model dubbed Apple Watch 10 or, perhaps, Apple Watch X. The name Apple Watch X would be used to mark the Watch’s 10th anniversary. If you recall, Apple did something similar for the iPhone for its 10th anniversary. That’s where the iPhone X’s name comes from.  We’re just months removed from the Apple Watch 9 and Apple Watch Ultra 2 launch, but we’ve already seen quite a bit of back and forth regarding the 2024 models. Bloomberg’s Mark Gurman, a primary source of these rumors, claims Apple’s working on a major overhaul and that it could come in the form of a new Apple Watch X. Apple’s original Apple Watch was announced back in 2014 and launched in 2015 so Gurman isn’t sure if the device will launch in 2024 or in 2025. Analyst Ming-Chi Kuo is another source talking about this year’s Apple Watch lineup and he claims the devices are “unlikely” to offer “significant innovative experiences.” It’s a bit confusing right now, as it typically is months before Apple releases a new product, and that might have some of you on edge. Apple Watch 10 rumors put those of you searching for a new smartwatch in a tough position: Buy now or wait and see what Apple’s got up its sleeve in 2024. If that question is rattling around in your brain, allow us to help. Table of Contents In this guide we’ll take you through the best reasons to consider waiting for the Apple Watch 10 and the best reasons to go with another device long before it arrives. Gurman believes Apple is targeting 2024 for a blood pressure monitor on the Apple Watch. This is the earliest it will launch and there could be a delay. That being said, it’s a feature worth waiting for. He’s outlined three health features Apple’s working on: glucose and blood sugar monitoring, the ability to take blood pressure, and the ability to measure body temperature. Of these, it looks like the blood pressure tool is the closest to launch. If this pans out, the Apple Watch 10 would be able to detect a user’s blood pressure from the wrist using infrared light. If you have blood pressure issues, or simply want a quick way to check, this feature alone might be worth the wait. In addition to blood pressure monitoring, the next Apple Watch is expected to gain sleep apnea detection.  Mark Gurman’s outlined the change in a lengthy piece about Apple’s focus on health and he says “it will use sleep and breathing patterns to estimate whether someone has the condition. Gurman also says the Watch will then direct users to see a physician if necessary. This is the first tim...",2
Apple lays off more than 600 workers in California in its first major round of post-pandemic cuts,2024-04-05T22:02:15+00:00,https://japantoday.com/category/business/apple-lays-off-more-than-600-workers-in-california-in-its-first-major-round-of-post-pandemic-cuts,"
JapanToday
Sotokanda S Bldg. 4F
					5-2-1 Sotokanda
					Chiyoda-ku
					Tokyo 101-0021
					Japan
					Tel: +81 3 5829 5900
					Fax: +81 3 5829 5919
Email: editor@japantoday.com
©2024 GPlusMedia Inc.
 
						The requested article has expired, and is no longer available. Any related articles, and user comments are shown below.					 Join the leaders of English Education for Children in Japan! Grotesque article which is plain disinformation. It’s well understood that those lay-offs are related to project reorganizations primarily with the car project which Apple recently stopped. It has nothing to do with COVID or having hired too many people during that period (actually Apple did not). Stop to always bring everything to damn COVID, this is ridiculous. Apple executives failed to make profit for the projects they ""envision"", but of course they never take responsibility for the failure, layoff people they hired, who they motivated by telling them they're ""family"", and cut them off like the ""cost"" they are. Use your Facebook account to login or register with JapanToday. By doing so, you will also receive an email inviting you to receive our news alerts. Explore Japan without limits with Mobal. Stay connected with reliable SIMs and eSIMs, with solutions for both expats and tourists. Get a real Japanese phone number from the best Japan SIM service for English-Speakers - it’s easy to use, there are no contracts, and delivery is free! Join Mobal today. A mix of what's trending on our other sites 
					GaijinPot Travel				 
					GaijinPot Blog				 
					GaijinPot Blog				 
					Savvy Tokyo				 
					GaijinPot Travel				 
					Savvy Tokyo				 
					GaijinPot Travel				 
					GaijinPot Blog				 
					Savvy Tokyo				 
					GaijinPot Blog				 
					GaijinPot Blog				 
					GaijinPot Blog				",-3
Apple to let music streaming apps in Europe link to own websites for purchases,2024-04-05T22:01:10+00:00,https://www.investing.com/news/stock-market-news/apple-to-let-music-streaming-apps-in-europe-link-to-own-websites-for-purchases-3368298,"This website is using a security service to protect itself from online attacks. The action you just performed triggered the security solution. There are several actions that could trigger this block including submitting a certain word or phrase, a SQL command or malformed data. You can email the site owner to let them know you were blocked. Please include what you were doing when this page came up and the Cloudflare Ray ID found at the bottom of this page. 
Cloudflare Ray ID: 87d88386cffc35ef
•

      Your IP:
      Click to reveal
2a0c:5bc0:40:2e2f:bd7f:71a3:ae1d:5d71
•

Performance & security by Cloudflare
",0
Apple asks US appeals court to reverse Apple Watch import ban,2024-04-05T22:00:46+00:00,https://www.investing.com/news/stock-market-news/apple-asks-us-appeals-court-to-reverse-apple-watch-import-ban-3368287,"This website is using a security service to protect itself from online attacks. The action you just performed triggered the security solution. There are several actions that could trigger this block including submitting a certain word or phrase, a SQL command or malformed data. You can email the site owner to let them know you were blocked. Please include what you were doing when this page came up and the Cloudflare Ray ID found at the bottom of this page. 
Cloudflare Ray ID: 87d883b1bab835e3
•

      Your IP:
      Click to reveal
2a0c:5bc0:40:2e2f:bd7f:71a3:ae1d:5d71
•

Performance & security by Cloudflare
",0
