Title,Published At,URL,Content,Rating,,,,,,,,,,,,,,,,,,,,,,,,,,
Multibagger stock: Sonata Software jumps over 160% in a year; is there more steam left?,2024-01-16T07:36:05+00:00,https://www.zeebiz.com/markets/stocks/news-sonata-software-share-price-nse-bse-price-target-idbi-capital-multi-bagger-stock-272325,"Brokerage firm IDBI Capital is bullish on software and consulting company Sonata Software on the back of strong financial performance over the past few quarters under the leadership of new chief executive officer (CEO), Samir Dhir. It sees over 19 per cent more upside in the stock, despite the shares giving 163 per cent returns in a year. As per the brokerage, Sonata Software's alliances with technology leaders like Microsoft, Oracle, and IBM; and involvement in several early adoption partnerships provide the company with an early-mover advantage on newer technology and releases. Not just that, as per the brokerage, the company has also outperformed its peers in terms of revenues by 70 to 200 basis points (bps) on a quarter-on-quarter (QoQ) basis and has better earnings before interest, tax, depreciation, and amortisation (EBITDA) margins than peers that are 200�?00 basis points higher. IDBI Capital expects the outperformance to continue in the medium term. Additionally, the brokerage believes that Sonata’s focus on investing in sales and marketing, account mining, hunting, and a strong platformation framework will be key long-term growth drivers, which may lead to the company aspiring to double its international service revenues by FY27E from FY23. ""We believe the company could achieve the same by FY26E (implying a service revenue CAGR of 27 per cent over FY23-FY26E). Considering this, we expect overall revenue (including domestic sales) and profit after tax (PAT) to grow at a CAGR of 23 per cent and 24 per cent over FY23–FY26E,"" IDBI Capital's report read. The brokerage also expects large deals to drive robust growth. While touching on the valuations, the brokerage expects the growth to be better than the average of its peers, which should result in the stock commanding premium valuations in the medium to long term. Catch latest stock market updates here. For all other news related to business, politics, tech, sports and auto, visit Zeebiz.com.  DISCLAIMER: The views and investment tips expressed by investment experts on zeebiz.com are their own and not those of the website or its management. zeebiz.com advises users to check with certified experts before taking any investment decisions. LATEST NEWS By accepting cookies, you agree to the storing of cookies on your device to enhance site navigation, analyze site usage, and assist in our marketing efforts.",0,,,,,,,,,,,,,,,,,,,,,,,,,,
Davos 2024: Power players assemble for the World Economic Forum,2024-01-16T05:09:56+00:00,https://www.politico.eu/podcast/davos-2024-power-players-assemble-for-the-world-economic-forum/?utm_source=RSS_Feed&utm_medium=RSS&utm_campaign=RSS_Syndication,"
								Conversations with Global Power Players							 
			This site is protected by reCAPTCHA and the Google
				Privacy Policy and
				Terms of Service apply.
		 Listen on 
				Presented by IBM.			 Listen on As the World Economic Forum gets underway in Davos, many of the world’s most powerful business leaders, politicians and tech gurus �?and even the odd veteran pop star �?have arrived in the Swiss Alps hoping to set the agenda for the year ahead.  This week we present four episodes of Power Play with an array of interviews and analysis. Today, host Anne McElvoy brings together three of POLITICO’s keenest Davos watchers to chart the week ahead. She’s joined by Alex Ward, a national security reporter based in Washington; Nahal Toosi, a senior foreign affairs correspondent; and Suzanne Lynch, author of POLITICO’s Global Playbook, your must-read each morning to keep up with the latest news from Davos.  Together they’ll explore a range of topics including how the prospect of a Trump return is impacting discussions, as well as Ukraine President Volodymyr Zelenskyy’s in-person push to regain the spotlight for Kyiv.",0,,,,,,,,,,,,,,,,,,,,,,,,,,
IBM and Salesforce Lead Transformation in Retail With AI-driven Innovations at NRF�?4,2024-01-15T23:59:46+00:00,https://wwd.com/business-news/technology/ibm-and-salesforce-lead-transformation-with-ai-driven-innovations-at-nrf24-1236128901/,"

	
			Today's Digital Daily	
			
 

	
			Today's Digital Daily	
			
 Tech companies showcase their latest innovations at the National Retail Federation's Big Show, emphasizing generative AI, integrated commerce platforms and cloud solutions as the future of retail. Executive Editor 
	This week, the National Retail Federation’s “Big Show�?is gathering tens of thousands of retailers and brands across various channels and categories at the Jacob Javits Center in New York to network, learn and hear from industry leaders. 
	The real buzz was on the NRF Expo Hall floor, where several thousand tech companies, solution providers and other vendors are touting their wares. This year, the stars of the show are rapidly evolving innovations, including generative AI (also known as “GenAI�?, cloud-based solutions and integrated and unified commerce platforms. 
	But what’s driving the need for all this innovation?





	
			Related Articles	
	













	Wellness
	



	
			EXCLUSIVE: Olly Launches Line of Brain-boosting Supplements	
			













	Wellness
	



	
			Postpartum Health: How Wellness Brands and Services are Catering to This Underserved Category	
			






 
	Regarding generative AI, IBM cited a recent IBM Institute for Business Value study that said the “retail landscape is undergoing a transformation, propelled by changes in consumer preferences and advancements in new technologies.�?

	








 
	The report’s authors said today’s consumers are discerning and “expect a tailored shopping journey, complete with the convenience of product choices, detailed information, diverse payment methods and a seamless integration of in-store and online experiences that cater to their individual preferences.�?
 
	“Generative AI can help address these expectations, creating retail environments as intuitive and unified as they are finely tuned to individual needs,�?IBM said, adding that AI-driven solutions “are at the heart of IBM’s offerings, focus and solutions at NRF�?4.�?
	Meanwhile, Salesforce rolled out one of its biggest suites of solutions ever. Powered by the company’s Einstein 1 Platform, the innovations “aim to transform every shopping experience.�?Salesforce said with generative AI built into its Commerce Cloud and Marketing Cloud, “retail merchandisers and marketers can tap into generative tools with a real-time understanding of customer behavior and preferences to optimize every customer interaction �?increasing loyalty, driving revenue and boosting employee productivity.�?
	While that sounds like a monumental task, the Einstein 1 Platform seamlessly integrates shopper and retail data �?and does it while ensuring security. 
	To address the “why does all this matter?�?question, Salesforce, using its own surveys, said 83 percent of global retailers have seen operational efficiency improvements with AI. “And 63 percent of marketers say that trusted customer data is important to implementing generative AI in their businesses,�?Salesforce said. “R...",3,,,,,,,,,,,,,,,,,,,,,,,,,,
"NRF 2024: IBM Reports Generative AI Can Bridge the Consumer Expectation Gap with Unified, Integrated Shopping Experiences",2024-01-15T14:01:05+00:00,https://www.marketscreener.com/quote/stock/IBM-4828/news/NRF-2024-IBM-Reports-Generative-AI-Can-Bridge-the-Consumer-Expectation-Gap-with-Unified-Integrated-45741126/?utm_medium=RSS&utm_content=20240115,Forbidden. XID: 101569426 Varnish cache server,1,,,,,,,,,,,,,,,,,,,,,,,,,,
"IBM, CTE Gujarat Collaborate To Propel Skilling In AI, Emerging Technologies",2024-01-12T10:32:47+00:00,https://www.ndtvprofit.com/technology/ibm-cte-gujarat-collaborate-to-propel-skilling-in-ai-emerging-technologies,"IBM and the Commissionerate of Technical Education of the Government of Gujarat have entered into a Memorandum of Understanding to strengthen technical and professional education in the state. The collaboration will focus on leveraging IBM SkillsBuild to equip Gujarat’s workforce with essential skills in emerging technologies like artificial intelligence (including generative AI), cybersecurity, hybrid cloud and workplace skills for professional development. IBM’s collaboration with CTE Gujarat will also attempt to address the prevailing skills gap in the workforce. By offering technological resources and expertise, IBM aims to empower youth and job seekers with technical and professional skills essential for entering or re-entering the workforce. “Gujarat has emerged as a leader not only in business and entrepreneurship but also in the educational landscape. Collaborations, such as the one with IBM, will further enhance the state's technical education excellence, crucial in shaping a skilled future-ready workforce in emerging technologies like AI and hybrid cloud,�?said Union Minister of Education and Skill Development and Entrepreneurship Dharmendra Pradhan. IBM said that the collaboration aspires to cultivate a robust education and skilling ecosystem in India, nurturing critical thinkers, problem solvers and next-generation innovators. “Aligned with the vision of Viksit Bharat@2047, our collaboration with CTE Gujarat aims to further strengthen Gujarat's education and skilling ecosystem. Through training programmes under IBM SkillsBuild, we will bridge knowledge gaps for graduates and professionals, enhancing their expertise in emerging technology and soft skills,�?said Gaurav Sharma, vice president, IBM India Software Labs. IBM SkillsBuild is a pro bono education programme tailored for underrepresented communities in technology. The programme serves as a resource for adult learners, high school and university students, and faculty. It includes an online platform complemented by practical experiences through collaborations with a global network of partners. Recently, IBM had also unveiled its Consulting Client Innovation Centre in Gandhinagar, emphasising key technology areas such as generative AI, hybrid cloud and cybersecurity.",2,,,,,,,,,,,,,,,,,,,,,,,,,,
IBM and SAP team up to offer consumer goods and retail AI solutions,2024-01-11T14:40:53+00:00,https://betanews.com/2024/01/11/ibm-and-sap-team-up-to-offer-consumer-goods-and-retail-ai-solutions/,"Industry giant IBM is today announcing a collaboration with ERP specialist SAP to develop solutions to help clients in the consumer packaged goods and retail industries enhance their supply chain, finance operations, sales and services using generative AI. This involves embedding IBM's watsonx enterprise-ready AI and data platform and AI assistants, into SAP solutions to create new generative and traditional AI solutions focused on addressing the complexities of the direct store delivery business process and product portfolio management. ""Global and regional consumer industry organizations must manage various commerce applications and need advanced insights to provide proactive recommendations that help improve operations and meet customer expectations,"" says Luq Niazi, global managing partner, Industries and Global Consumer Industry at IBM Consulting. ""With SAP, we are looking to build on the long-standing work of incorporating AI into SAP solutions that can help enterprise clients achieve further business value."" Plans include feeding external data such as weather, traffic and local events into the SAP Direct Distribution solution and apply AI to help CPG companies identify optimal store delivery routes with the aim of helping to reduce costs and their carbon footprints. Real-time updates could provide drivers with information to make on-the-fly changes based on local conditions. At an individual store level the goal is for the solutions to be able to make specific product recommendations and include preliminary planning -- based on prior sales patterns, anticipated demand and current product mix -- so enough products are added to the assortment with the goal of maximizing sales and minimizing waste. It will also automate order settlement in order to deliver operational efficiencies. IBM Consulting plans to build these solutions on the SAP Business Technology Platform (SAP BTP) and will integrate watsonx through APIs. Warehouse planners, frontline delivery associates and client representatives can have an enriched user experience by using watsonx Assistant to create chatbots using IBM’s conversational search capabilities. ""At SAP, we look forward to collaborating with IBM on this important initiative to help consumer goods companies transform their operations and improve their bottom line,�?says EJ Kenney, senior vice president Consumer Products Industry and Life Sciences Business Unit at SAP. “We understand the complexities that come with managing direct store delivery and by leveraging the power of AI we aim to help our customers better manage their last mile distribution more effectively, minimize waste, improve customer satisfaction and achieve business value in today’s fast-paced consumer industry."" You can find out more on the IBM site. Image credit: Sonpichit Salangsing / Shutterstock Comments are closed. © 1998-2024 BetaNews, Inc. All Rights Reserved. Privacy Policy - Cookie Policy.",3,,,,,,,,,,,,,,,,,,,,,,,,,,
"Barclays, IBM report explores AI's potential to boost productivity",2024-01-11T14:02:02+00:00,https://www.investing.com/news/stock-market-news/barclays-ibm-report-explores-ais-potential-to-boost-productivity-93CH-3272510,"This website is using a security service to protect itself from online attacks. The action you just performed triggered the security solution. There are several actions that could trigger this block including submitting a certain word or phrase, a SQL command or malformed data. You can email the site owner to let them know you were blocked. Please include what you were doing when this page came up and the Cloudflare Ray ID found at the bottom of this page. 
Cloudflare Ray ID: 86e2d2511bb17741
�?
      Your IP:
      Click to reveal
2a02:c7c:ec87:4b00:d424:bff1:5c6:228e
�?
Performance & security by Cloudflare
",0,,,,,,,,,,,,,,,,,,,,,,,,,,
Barclays and IBM analyze how AI's accessibility and versatility could bring a boost to productivity,2024-01-11T13:58:01+00:00,https://www.marketscreener.com/quote/stock/BARCLAYS-PLC-9583556/news/Barclays-and-IBM-analyze-how-AI-s-accessibility-and-versatility-could-bring-a-boost-to-productivity-45724021/?utm_medium=RSS&utm_content=20240111,Forbidden. XID: 83411157 Varnish cache server,3,,,,,,,,,,,,,,,,,,,,,,,,,,
IBM Collaborates with SAP To Develop New AI Solutions for the Consumer Packaged Goods and Retail Industries,2024-01-11T13:01:08+00:00,https://www.marketscreener.com/quote/stock/IBM-4828/news/IBM-Collaborates-with-SAP-To-Develop-New-AI-Solutions-for-the-Consumer-Packaged-Goods-and-Retail-Ind-45723181/?utm_medium=RSS&utm_content=20240111,Forbidden. XID: 135104905 Varnish cache server,1,,,,,,,,,,,,,,,,,,,,,,,,,,
IBM to Announce Fourth-Quarter 2023 Financial Results,2024-01-10T15:46:03+00:00,https://www.marketscreener.com/quote/stock/IBM-4828/news/IBM-to-Announce-Fourth-Quarter-2023-Financial-Results-45716091/?utm_medium=RSS&utm_content=20240110,Forbidden. XID: 91899659 Varnish cache server,0,,,,,,,,,,,,,,,,,,,,,,,,,,
"Data Suggests Growth in Enterprise Adoption of AI is Due to Widespread Deployment by Early Adopters, But Barriers Keep 40% in the Exploration and Experimentation Phases",2024-01-10T05:02:03+00:00,https://www.marketscreener.com/quote/stock/IBM-4828/news/Data-Suggests-Growth-in-Enterprise-Adoption-of-AI-is-Due-to-Widespread-Deployment-by-Early-Adopters-45710240/?utm_medium=RSS&utm_content=20240110,Forbidden. XID: 72309640 Varnish cache server,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Korean LK99 Variant Superconductor Partial Update Highlights,2024-01-09T15:20:04+00:00,https://www.nextbigfuture.com/2024/01/korean-lk99-variant-superconductor-partial-update-highlights.html,"Home » Energy » Korean LK99 Variant Superconductor Partial Update Highlights Here are the highlights of Sukbae Lee’s (L in LK99, room temperature superconductor) private superconductor update. The class of room temperature and room pressure superconductors is real.
He and other researchers have formed a corporation and the success of the company and its patents is the priority.
IBM is the first company to start discussions. Nextbigfuture believes there are other companies.
Sukbae Lee believes China groups have successfully reproduced the sample.
They have a video detecting zero resistance.
Sukbae Lee and his team are confident
APL materials review process : Ongoing
Patent registration: Ongoing
Why no samples and data? -> We are a corporation. Patent.
We are going to be proved by other researchers
There are still instabilities and other issues to be worked through.
There are currently limitations around a narrow range of magnetic fields.    Summary of today's announcement Lee still has confidence in superconductors. When a reporter asked, ""Are superconductors real?"" he replied, ""Yes."" The characteristic of�?�?sejong (@gimjiun79102152) January 9, 2024   Turns out IBM suggested collaboration with qcentre first �?sejong (@gimjiun79102152) January 9, 2024   pic.twitter.com/TGoFMZxvxl �?sejong (@gimjiun79102152) January 9, 2024   pic.twitter.com/sPnB5MNw3r �?sejong (@gimjiun79102152) January 9, 2024   Meanwhile, there were some presentation image files like plots and some data. But i'm not sure if we can get the original pdf files. pic.twitter.com/6MIdvn4oO1 �?sejong (@gimjiun79102152) January 9, 2024   Meanwhile, there were some presentation image files like plots and some data. But i'm not sure if we can get the original pdf files. pic.twitter.com/6MIdvn4oO1 �?sejong (@gimjiun79102152) January 9, 2024   ""The characteristic of resistance dropping once more in metals is unique to superconductors unless there are special exceptions,"" he explained. ""As we originally predicted, it exhibits a curve of decreasing resistance with temperature in a very narrow range of magnetic fields."" �?sejong (@gimjiun79102152) January 9, 2024   ""However, there is also a characteristic where the superconducting properties are unstable, so I believe further research and development are needed in that aspect,"" he added. �?sejong (@gimjiun79102152) January 9, 2024   ""We generally consider a material as a superconductor when its electrical resistance goes below 10 to the power of -6, according to international standards. We already have all the relevant data and information."" �?sejong (@gimjiun79102152) January 9, 2024   However, he did not provide a clear answer to controversies such as research findings from academia claiming that LK-99 is not a superconductor because patent registration and PAPER REVIEWS ARE CURRENTLY UNDERWAY. �?sejong (@gimjiun79102152) January 9, 2024   When the reporters asked about why he hadn't revealed the data and sample, he replied, ""We're a corpora...",2,,,,,,,,,,,,,,,,,,,,,,,,,,
