Title,Published At,URL,Content,Rating
Scientists find about a quarter million invisible nanoplastic particles in a liter of bottled water,2024-01-08T21:18:13+00:00,https://www.mymotherlode.com/sports/college-sports-general-news/3288989/scientists-find-about-a-quarter-million-invisible-nanoplastic-particles-in-a-liter-of-bottled-water.html,"   myMotherLode.com - Responsive Dev - The Mother Lode's Local News, Sports, Weather, Movies, Classifieds, Yellow Pages, Real Estate   We’re Sorry! The page you are attempting to access was not found. Here are some tips for finding what you wanted: Use the myMotherLode.com Keyword Search to go straight to a specific page",0
"Donald Trump tries to quash Georgia indictment, citing executive immunity",2024-01-08T21:17:35+00:00,https://nypost.com/2024/01/08/news/donald-trump-tries-to-quash-fulton-county-indictment/,"
		Thanks for contacting us. We've received your submission.	 Former President Donald Trump is taking his presidential immunity ploy south in a bid to get his 13-count indictment on charges of trying to unlawfully reverse Georgia’s 2020 election results tossed. In a trio of filings Monday, which largely mirror arguments Trump’s attorneys used against special counsel Jack Smith, the 77-year-old’s team contended that his actions concerning the election derived from his official duties.  “The indictment is barred by presidential immunity and should be dismissed with prejudice,” his attorneys wrote. “The President is immune from criminal prosecution for official acts.” Fulton County District Attorney Fani Willis launched a sprawling racketeering case against Trump and 18 of his allies and supporters last August, alleging they conspired to try to manipulate the election outcome in the Peach State.  Four of the defendants have since pleaded guilty and promised to cooperate with prosecutors. Willis’ investigation of Trump was triggered by a Jan. 2, 2021, phone call made to Georgia Secretary of State Brad Raffensperger in which Trump emphasized the need to “find uh 11,780 votes.” “Communicating with state officials about the administration of a federal election and urging them to exercise their official responsibilities with respect to that election are also core exercises of presidential responsibility,” Trump’s legal team wrote.  “So too [is] urging the Vice President and Members of Congress to exercise their official responsibilities consistent with the President’s view of the public good is authorized by the Constitution and lies at the heart of the President’s constitutional and historic role.” Prosecutors have contended that Trump was not on an altruistic mission as president to safeguard the election but was rather scheming to reverse his loss to Democrat Joe Biden.  Trump’s team made a similar pitch to US District Judge Tanya Chutkan, who is overseeing the federal case brought against the former president on similar charges. Last month, Chutkan rejected the presidential immunity theory, quipping that Trump wasn’t entitled to a “lifelong get-out-of-jail-free pass.” His team then appealed that ruling to the DC Circuit Court of Appeals, which is set to hold oral arguments on the matter Tuesday.  In tandem with the immunity claim, Trump’s attorneys also argued that the 13-count indictment should be quashed because of his acquittal during his second impeachment for allegedly inciting an insurrection. They contended that prosecuting him over the election amounts to double jeopardy — the same argument they have presented to the federal appeals court. Trump confirmed Monday that he plans to appear for the DC hearing, which will take place before a three-judge panel.  “If I don’t get Immunity, then Crooked Joe Biden doesn’t get Immunity, and with the Border Invasion and Afghanistan Surrender, alone, not to mention the Millions of dollars that went into hi...",0
"Experts break down what the Constitution, framers said about 'presidential immunity'",2024-01-08T21:01:02+00:00,https://abcnews.go.com/Politics/experts-break-constitution-framers-presidential-immunity/story?id=106140371,"Donald Trump's ""absolute immunity"" claim will be tested in court Tuesday. It's a key question in a case that could not only set constitutional precedent but also have major consequences in the 2024 election: What is ""presidential immunity"" and how, if at all, does it apply to former President Donald Trump regarding his efforts to overturn his 2020 election loss? On Tuesday, Trump's claim of ""absolute immunity"" from prosecution in his federal election inference case will be put to the test in arguments before the U.S. Court of Appeals for the District of Columbia Circuit. The former president, who denies all wrongdoing, contends his actions after the election and on Jan. 6, 2021, were related not to his role as a candidate but to his official constitutional duty to ""take care that the laws be faithfully executed"" -- in this case to investigate alleged but unproven election fraud. Because of that, he argues, he's protected from criminal liability. He points as well to his being acquitted in his Senate impeachment trial on charges of ""incitement of insurrection"" as another shield from litigation. Special counsel Jack Smith asserts Trump ""is wrong"" and that his arguments ""threaten to undermine democracy.""  The case, which is likely to wind up back before the U.S. Supreme Court, will chart new legal ground, experts told ABC News as they broke down the history and precedent of ""presidential immunity."" ""These are novel issues and they're going to have to create new law,"" said attorney Stanley Brand, a former House of Representatives general counsel whose law firm represents several former Trump aides. Trump has posted on social media that he will attend the Jan. 9 hearing. In the post, he also continued his claim that he was ""entitled"" as president to immunity, arguing he was no longer campaigning but ""looking for voter fraud ... and otherwise running our country."" Here's what you need to know. David Schultz, a professor at the University of Minnesota and national expert in constitutional law, said there is ""nothing in the text of the Constitution that speaks to immunity in one way or another."" But there is textual evidence from the Constitution's framers -- including Benjamin Franklin and Alexander Hamilton -- about how they viewed the issue. ""We have language from some framers indicating that even if there might have been some immunity while a person was president of the United States, once they've left office there's no immunity and they could be charged with the crime,"" Schultz said. Such statements were used in a 2000 Department of Justice memo that found the Constitution permits a former president to be indicted and tried for the same offenses for which they were acquitted in an impeachment trial, Schultz noted. Smith's team, in its brief to the appeals court, also cited the nation's founders. They wrote Trump's immunity claim would essentially allow presidents to act criminally to remain in office, something ""the Founders did not intend and would...",0
Trump seeks to dismiss his criminal case in Georgia by appealing to his ‘immunity’,2024-01-08T21:00:02+00:00,https://www.laprensalatina.com/trump-seeks-to-dismiss-his-criminal-case-in-georgia-by-appealing-to-his-immunity/,"Washington, Jan 8 (EFE).- Former US President Donald Trump (2017-2021) sent a petition on Monday to dismiss his criminal case in the State of Georgia, appealing that he had immunity at the time of the events. It is an argument very similar to the one his defense used in the criminal case in Washington. A hearing is scheduled for this Tuesday before a federal appeals court, considering whether to admit this plea. The two court cases concern Trump’s efforts to interfere in the 2020 White House election results, which he lost to current President Joe Biden, a Democrat. “The indictment in this case charges President Trump for acts that lie at the heart of his official responsibilities as President. The indictment is barred by presidential immunity and should be dismissed with prejudice,” the lawyers said in the filing with the Georgia state court. The defense strategy is the same the lawyers have insisted on from the beginning, that Trump’s actions fall within his duties as US president. In Georgia, Trump is accused, along with 18 accomplices, of forming a criminal association to change the outcome of the 2020 presidential election in that state. The surprising racketeering charge is the same one that has been used in the past to prosecute mafia organizations. Prosecutors aim to bring Trump to trial in August 2024, just three months before the new presidential election. At the heart of the case is a call Trump made to Georgia’s top election official, Brad Raffensperger, days after the 2020 presidential election, asking him to “find 11,780 votes” that would have taken the state from Biden. A call that Raffensperger recorded and then leaked. In addition to the pressure on Raffensperger, prosecutors accuse Trump and his accomplices of trying to persuade Georgia lawmakers to ignore the popular will expressed at the ballot box and of harassing a poll worker. The former US president could potentially face a maximum sentence of 76 and a half years in prison. Legal outcomes, however, depend on various factors and court decisions. EFE at/dgp",0
"North Star Asset Management Inc. Acquires Shares of 28,963 Illumina, Inc. (NASDAQ:ILMN)",2024-01-08T20:58:42+00:00,https://www.etfdailynews.com/2024/01/08/north-star-asset-management-inc-acquires-shares-of-28963-illumina-inc-nasdaqilmn/,"Monitor your portfolio in real-time. Access our top stock picks, proprietary research reports, stock screeners and more. Try MarketBeat All Access for free today. Sign up to receive the latest headlines and analysts' recommendations for your stocks with our free daily email newsletter: Sign up for MarketBeat All Access to gain access to MarketBeat's full suite of research tools: View the latest news, buy/sell ratings, SEC filings and insider transactions for your stocks. Compare your portfolio performance to leading indices and get personalized stock ideas based on your portfolio. Get daily stock ideas from top-performing Wall Street analysts. Get short term trading ideas from the MarketBeat Idea Engine. View which stocks are hot on social media with MarketBeat's trending stocks report. Identify stocks that meet your criteria using seven unique stock screeners. See what's happening in the market right now with MarketBeat's real-time news feed. Export data to Excel for your own analysis.  As Featured By: 
345 N Reid Place, Suite 620, Sioux Falls, SD 57103

contact@marketbeat.com

(844) 978-6257
 © MarketBeat Media, LLC® 2010-2024. All rights reserved. 
© 2024 Market data provided is at least 10-minutes delayed and hosted by Barchart Solutions. Information is provided 'as-is' and solely for informational purposes, not for trading purposes or advice, and is delayed. To see all exchange delays and terms of use please see Barchart's disclaimer. 
 My Account - ",0
"Gilead Sciences, Inc. (NASDAQ:GILD) Shares Sold by Joule Financial LLC",2024-01-08T20:48:42+00:00,https://www.etfdailynews.com/2024/01/08/gilead-sciences-inc-nasdaqgild-shares-sold-by-joule-financial-llc/,"Monitor your portfolio in real-time. Access our top stock picks, proprietary research reports, stock screeners and more. Try MarketBeat All Access for free today. Sign up to receive the latest headlines and analysts' recommendations for your stocks with our free daily email newsletter: Sign up for MarketBeat All Access to gain access to MarketBeat's full suite of research tools: View the latest news, buy/sell ratings, SEC filings and insider transactions for your stocks. Compare your portfolio performance to leading indices and get personalized stock ideas based on your portfolio. Get daily stock ideas from top-performing Wall Street analysts. Get short term trading ideas from the MarketBeat Idea Engine. View which stocks are hot on social media with MarketBeat's trending stocks report. Identify stocks that meet your criteria using seven unique stock screeners. See what's happening in the market right now with MarketBeat's real-time news feed. Export data to Excel for your own analysis.  As Featured By: 
345 N Reid Place, Suite 620, Sioux Falls, SD 57103

contact@marketbeat.com

(844) 978-6257
 © MarketBeat Media, LLC® 2010-2024. All rights reserved. 
© 2024 Market data provided is at least 10-minutes delayed and hosted by Barchart Solutions. Information is provided 'as-is' and solely for informational purposes, not for trading purposes or advice, and is delayed. To see all exchange delays and terms of use please see Barchart's disclaimer. 
 My Account - ",0
Is Trump ‘immune’ from prosecution? Appeals court to consider major question in election conspiracy case,2024-01-08T20:47:23+00:00,https://www.independent.co.uk/news/world/americas/us-politics/trump-immunity-hearing-appeals-court-b2475232.html,"Notifications can be managed in browser preferences. Please refresh the page or navigate to another page on the site to be automatically logged inPlease refresh your browser to be logged in Three-judge panel in Washington DC will hear arguments from prosecutors and Trump’s legal team  Find your bookmarks in your Independent Premium section, under my profile Donald Trump’s legal team will try to convince a federal appeals court that the former president should be immune from criminal prosecution for his attempts to overturn the 2020 presidential election. His defence was already shot down by the judge overseeing the election conspiracy case against him. On Tuesday, a three-judge panel in Washington DC will hear arguments from the former president’s attorneys who want that decision reversed. Mr Trump and his attorneys have argued that his alleged criminal actions on trial were part of his “official acts” as president. The federal investigation into the efforts of Mr Trump and his allies to subvert the outcome of the election are detailed in a 45-page indictment outlining three alleged criminal conspiracies and the obstruction of Joe Biden’s victory, culminating in a mob’s violent breach of the US Capitol in a last-ditch riot to stop it. A grand jury voted to indict Mr Trump last August after months of evidence and witness testimony under an investigation helmed by special counsel Jack Smith. A trial date is tentatively set for 4 March. Mr Trump’s appeals and mounting court battles in the middle of the 2024 presidential race have threatened to steer that timeline off course. On 1 December, US District Judge Tanya Chutkan rejected Mr Trump’s motion to have the case dismissed on immunity and constitutional grounds. Judge Chutkan, who is overseeing the election conspiracy case, wrote that his “four-year service as Commander in Chief did not bestow on him the divine right of kings to evade the criminal accountability that governs his fellow citizens.” The office “does not confer a lifelong ‘get-out-of-jail-free’ pass,” she wrote in a 48-page ruling, Former presidents enjoy no special consideration after leaving office and are “subject to federal investigation, indictment, prosecution, conviction, and punishment for any criminal acts undertaken while in office,” according to Judge Chutkan. “Granting the immunity Defendant seeks would also break with longstanding legal precedent that all government officials – even those immune from civil claims – may be held to criminal account,” she added. She also dismissed Mr Trump’s First Amendment defence, arguing that broad speech protections do not include speech “that is used as an instrument of a crime.” Prosecutors argue that Mr Trump relied on knowingly false claims about the election to pressure state officials to approve fraudulent slates of electors to obstruct the certification of the results, then attempted to persuade then-Vice President Mike Pence to refuse the outcome, and, ultimately, failed to dissua...",0
Tumor microenvironment-activated nanostructure enables precise multi-modal therapy,2024-01-08T20:45:03+00:00,https://phys.org/news/2024-01-tumor-microenvironment-nanostructure-enables-precise.html,,No rating found
AJK launches 5-day nationwide polio eradication drive,2024-01-08T20:37:39+00:00,https://dailytimes.com.pk/1159103/ajk-launches-5-day-nationwide-polio-eradication-drive/,"Daily Times 
Your right to know
Thursday, April 11, 2024
 Pakistan  APP January 9, 2024  On Monday, a 5-day nationwide polio eradication drive began to immunize children under five years of age in Azad Jammu and Kashmir (AJK). The anti-polio campaign will continue till January 12 without any break to immunize 7,42,500 children under five years of age in all ten districts of the liberated territory, AJK State Health sources told APP on Monday. The AJK State Health authorities continued that in AJK’s metropolis, Muzaffarabad, over 120000 children up to five years of age are targeted to be administered the Polio vaccines. At least 3995 mobile teams of paramedical staff have been constituted to visit door to door to administer the polio vaccine drops during the campaign across AJK – 448 fixed centers at local govt. Hospitals and subordinate health facilities have been set up by the State Polio Eradication Committee of the AJK State Health Services Department with the coordination of the World Health Organization (WHO), the sources revealed The total staff involved in the AJK-wide national drive includes mobile teams comprising over 5000 workers, the sources underlined. A central polio control room has been set up in the Provincial Program Manager EPI office in AJK State’s metropolis Muzaffarabad to monitor the drive and receive any complaints by official phone No. 05822-920791. In the lake district of Mirpur, at least 73082 children under 05 years of age will be administered the polio vaccine. District Health Officer Dr. Fida Hussain told APP here on Monday that in Mirpur district, over 400 mobile teams of paramedics in all 28 zones will visit door to door besides serving at the 41fixed centers and the 14 transit points to administer the polio vaccine drops to under 05 children. The DHO, Dr. Fida Hussain, has advised the parents to fully cooperate with the mobile paramedic teams by getting their children administered the polio vaccine by the mobile paramedical staff teams. It may be added that the state health authorities claimed that there had been no polio disease to any child detected in any part of Azad Jammu & Kashmir over the last 24 years. 


   


 More Posts from this Category More Posts from this Category More Posts from this Category 


 Home
Lead Stories
Latest News
Editor’s Picks Culture
Life & Style
Featured
Videos Editorials
OP-EDS
Commentary
Advertise Cartoons
Letters
Blogs
Privacy Policy Contact
Company’s Financials
Investor Information
Terms & Conditions Facebook
Twitter
Instagram
Youtube  Copyright © 2024 Daily Times Website Developed By Daily Times Developers",0
Agriculture training workshop set to kick off on January 22,2024-01-08T20:37:05+00:00,https://dailytimes.com.pk/1159092/agriculture-training-workshop-set-to-kick-off-on-january-22/,"Daily Times 
Your right to know
Thursday, April 11, 2024
 Pakistan  APP January 9, 2024  A two-day training workshop on “Science Communication and Diplomacy in Agriculture” will be organized under the auspices of COMSTECH and Sindh Agriculture University Tandjam starting January 22. This two-day joint training workshop, to be held at Sindh Agriculture University, Tandojam, aims to equip participants with the necessary skills and knowledge to communicate scientific concepts in agriculture effectively and apply science diplomacy principles for international collaboration in the field. According to an official of COMSTECH, the schedule incorporates a mix of theoretical sessions, practical exercises, and interactive activities to enhance participant engagement and learning. Scientists and students conducting research in agriculture, as well as journalists, media (electronic, print, and social), and public relations experts working at universities, NGOs, and NPOs, are interested in knowing more about how to communicate with decision-makers and the public about the technology to encourage science-based policies may attend the workshop. Coordinator General of OIC COMSTECH, Prof. Dr. Iqbal Choudhry, will be the Patron Chief of the workshop, while VC Sindh Agriculture University, Dr. Fatah Marri, will be the Patron. Consultant Science Communication and Diplomacy OIC COMSTECH, Dr Syed Javaid Khurshid, and Director University Advancement, Sindh Agriculture University, Tandojam, Dr Ismail Kumbhar, will be the focal persons. Science communication is pivotal in fostering public understanding, engagement, and collaboration in science and technology. In the OIC Member States, nations aspire to establish themselves as knowledge-based economies and regional leaders in science, technology, and innovation. Science Communication is an evolving field with immense potential. Various institutions and organizations actively contribute to developing science communication in the country, yet challenges such as low public awareness, scientific literacy, and critical thinking persist. About the workshop outcomes, the official informed that the participants and students will comprehend how scientific knowledge about historical science communication practices is organized, used, and disseminated. The participants will learn specifics- on how to prepare a manuscript, communicate with media platforms and editorial staff, and convey expert knowledge to the audience and non-experts. 


   


 More Posts from this Category More Posts from this Category More Posts from this Category 


 Home
Lead Stories
Latest News
Editor’s Picks Culture
Life & Style
Featured
Videos Editorials
OP-EDS
Commentary
Advertise Cartoons
Letters
Blogs
Privacy Policy Contact
Company’s Financials
Investor Information
Terms & Conditions Facebook
Twitter
Instagram
Youtube  Copyright © 2024 Daily Times Website Developed By Daily Times Developers",0
